name,uuid
Gettie Green Farm Enterprise,1a2d6749-b0a1-4da1-b78e-b5b2a3b32d46
Ghana Bamboo Bikes Initiative (GBBI),eb50f11e-b78a-4ca1-82ba-fa906e7aa6a7
Ghana Wildlife Society (GWS),8e35dcf2-c221-4f60-bec9-4c10d0c710de
Ghana Wildlife Society (GWS),64f83ae4-5b5c-48b4-99d5-6a88b4d4843e
Gift Foundation (GIFO),0490a0d1-222d-4ed2-8132-38e2a3a20d62
Giovanni Ventures,a67009cc-0558-4321-be27-06f6b40b0313
Girl Child for Sustainable Future Foundation,796ce460-aea4-4fc7-84c5-ff236e0109a1
GirlsForClimateAction,15c227bf-d395-11ed-8014-0682e69bfbec
Gladcha Company,bb489e21-619d-44b6-9872-576fbf5cd26b
Global Climate Change Action,df9f7680-1d07-4724-be66-77b505a3acdd
Global Climate Change and Health Association of Kenya,8ddba176-7d3e-4159-bb53-55dbeb425fca
Global Initiative for Environment and Reconciliation (GER),dcaaa098-c65d-4d70-8528-a0a73f15e8af
Globalife Farms and Agro-Allied Company,66cdee88-9c3e-4511-a25a-430cda22f270
Globe Gone Green Youth Group,270f7b69-f12f-44f8-82b5-e60e7a995236
Go Green Network,b1077028-5bd9-43b1-8eff-1dd8d6334f6d
Golden Insect,aaeb3b40-bb27-4018-a966-cda89a60e237
GOP Consulting Centre,2a52cfd9-50a0-4c20-8481-8f19bd8a2133
Goshen Farm Exporters,3fe79912-a9f5-4515-b359-941bd1583f27
Goshen Global Vision (GGV),15c2fec1-d395-11ed-8014-0682e69bfbec
Gotabet Nurseries Company,a5a6fb93-4907-4452-b235-b455ca3b8741
Gracious Empowerment Women Organization (GEWO),84726135-7649-482f-8e59-e4f5d550babc
Graduate Farmer,46a9f58d-f74a-4a69-878a-7218cdfd2d53
Graine d'Avenir du Monde (GAM),1bbf4df5-b7e2-457c-b1cf-5b4de391f095
Graine de Vie,e8c9ee7c-90fc-4976-bda3-866b136fdb54
Grande Action pour le Développement (GAD),babe8bff-e655-4b91-bd0d-b300f81241ce
Grassroot Development Organization (GDO),c7bf2dc0-4657-4dbd-8a03-da1ca4054928
Green Action,c064a23e-7b9b-496b-beb8-f87c947ed088
Green Action Développement (GAD),88b045bc-a701-4ee1-afd1-5d0949116834
Green Africa Youth Organization (GAYO),02a45f83-3fa9-4594-bfe9-4559ec1a6a15
Green Africa Youth Organization (GAYO),7a2cd42a-4bdc-4c72-a12a-071d6feb7451
Green Alliance Network,4b4d8d45-1b3d-4c79-86f1-cb54005e932f
Green Belt Movement (GBM),15c2c1cc-d395-11ed-8014-0682e69bfbec
Green Blue Foundation Africa,3fc407c2-4a6c-424b-8070-f803fb43f405
Green Congo Initiative (GCI),4e5b20ad-da2f-43e5-984d-86eee7598aeb
Green Congo Initiative (GCI),f303facf-ea19-431b-bb6f-cd9bd0c6fdc0
Green Diversity Foundation (GDF),58eb8a46-4908-47e3-9040-a596b1be72fa
Green Dwellers Self Help Group,0715ec72-857a-48ff-91f9-8324c8fa446a
Green Earth Ambassadors Foundation,acc12940-82b7-4489-b9e7-5143533b5b81
Green Earth Climate Action (GECA),f770d60f-bb84-42d1-85c6-1b381cfee685
Green Eco Village,a2517a3c-2f22-41d0-84c5-52a717bfd09a
Green Energy Technology,25a4b105-10b8-41c2-ba12-92c949942020
Green for Change Ghana,4c96c7bb-91cb-411d-8217-69f8bdb10ab3
Green for Life Rwanda (GLR),f18f5330-e3ed-424a-8e42-396bae308804
Green Forests Work,15c2d0e1-d395-11ed-8014-0682e69bfbec
Green Gold Burundi,a09f2d92-2f7d-443d-a137-68e374079d49
Green Gold Social Enterprise,ab59eaa3-887a-44e9-b6b7-e19f81377c59
Green Land Group,15c33630-d395-11ed-8014-0682e69bfbec
Green Land Group,15c3504b-d395-11ed-8014-0682e69bfbec
Green Managers,e266b03e-2a0f-4648-a928-893d28e8cdb4
Green Planet Initiative 2050 Foundation (GPI2050),15c1e516-d395-11ed-8014-0682e69bfbec
Green Pot Enterprises,15c3316d-d395-11ed-8014-0682e69bfbec
Green Sahara Farms,15c27083-d395-11ed-8014-0682e69bfbec
Green Savanna Company,9955aee2-4fd1-40d7-8144-e43f99361d9e
Green Sliver,113048af-d4cf-48ee-8bce-ffbe8ea27935
Green Solution & Supply (GSS),b9f2461e-49b3-4496-a3db-00751c393a23
Green Teams Kenya (GTI-Kenya),7a96404d-73d1-4e8c-9d8c-e171f6e3ba71
Green Women Africa Ventures,601c391a-5b57-4427-98ea-dd6f003e89c0
Greenfarm Solutions,3941035d-fa45-4c6f-aec9-fcb5c02ca456
GreenGoal Rwanda Initiative,eb7b6c35-9a42-4baa-a640-de1a873b7c16
GreenHeart SE,53dca6ca-befe-44b5-9022-648ef194bea3
Greening Australia,15c08fb7-d395-11ed-8014-0682e69bfbec
Greening Burundi,e2d0cef4-e737-4796-9b40-08cced1824ab
Greenium Energy,db83d78f-14a6-4742-bb2a-41cddb4db652
Greenpact Africa,a500793c-c0e2-4896-8545-5954dc019ec1
Greenpencils,65c88952-f890-4ead-ba7c-abc4fd85502c
Greenplicity Solutions,848d6f30-9f18-452e-a1d6-985aeac0d8d5
Greenpord Enterprises,fa5c41f2-2b93-40cb-89e9-8b2eb78baacc
Griincom Innovate,76b254b2-c266-486e-8e11-2d8b2f72b7b6
GROOTS Kenya Association,e79a8767-0e2e-49eb-9c13-6ddc8911c101
Group of Agriprenneurs Turned to Feed (GAT-FEED),002d4906-4a87-4bd5-b504-9b88d564512a
Groupe Biosavana,51da6757-90d9-4e87-a298-ef51401db7ca
Groupe d'Appui à la Gestion Intégrée des Ressources Naturelles pour les Droits Humains et le Développement Durable (GIRENAD),5d5b5e4f-38d3-4852-ae8a-0472c88357be
Groupe de Travail Forêts,b1df7b51-fd95-47ac-80c5-c28a9cbece85
Groupe Ecos,3b257ef5-2020-4681-9188-f7f899fe0aa1
Groupe Yiriimex,15c267d9-d395-11ed-8014-0682e69bfbec
Grow It Green,19984c5b-06de-4f7c-a47c-969d0b07e19c
Grow Tech Nurseries,cb20cd13-1c74-44ca-8298-833abb01fa44
Grupo Ambiental Natureza Bela (GANB),15c2cdf8-d395-11ed-8014-0682e69bfbec
Gum Arabic and Resins Association (GARA),34c9f9f7-8d62-430c-bfed-19b1c74f7d9d
Gurar Nectars,0d9da9e3-c926-43af-9942-761e1895143c
Gurar Nectars,94c27075-86ac-4a41-b083-28f6984f183e
Gyato Farm,a8de998e-02a8-4021-9186-2b2b90013981
Habibu Farms,9244938b-b475-417a-864a-2d4caec6de79
HalisiGro,24caa54d-8ebe-4f42-8db5-ed740cf8e990
Hamidu Farms,d410e97b-a724-40d3-98a6-0938928c35d5
Hand in Hand Farm (2HI Farm),bd29b7fb-b1b7-49f7-ade1-e7b4e4df4887
Hand in Hand for Development (HIHD),7f66fcc2-9ca5-49ef-83e1-9aa8c2f70b4d
Hand in Hand for Sustainable Agriculture (HIHSA),290384a1-5575-46ba-bbec-08abf87780a5
Haramaya University,b264aaa0-0d0b-4fcf-ac5d-0653f580a2c4
Harmony Agro Business Services,9c07ccf9-5c1d-4f1a-a733-7c25053b42a9
Harvest Hut,cf2f8df4-d7a9-4294-8744-5663a78efb7c
Harvester Road Organic Foods,cddd8abf-b77e-4433-85f1-56220ba8519e
Hawala Escrow Kenya - Product Name Msitu Africa,0226a779-0945-4746-9648-935809b9e9af
Health and Water Foundation (HWF),556535df-4aa6-4166-954a-c67caf460583
Health in Harmony (HIH),15c1755b-d395-11ed-8014-0682e69bfbec
Hearts of Green Organization,22013265-b6af-4f97-9b71-c04979ee7d33
Help Channel Burundi (HCB),789ea52b-02fc-48f8-b703-7b1ab6403b20
Help Self Help Centre (HSHC),815676e0-e09b-4861-a2d4-0aa71c42ac9f
Helpteach Foundation,0bfc8f3e-4fb0-4251-8225-a7b32badc0fd
Hemma Investment Company,7bdebc3e-ca06-40aa-a4bd-49f8038e4592
Hen Mpoano (Our Coast),15c315d5-d395-11ed-8014-0682e69bfbec
Heritage Charity Foundation,221e5b88-1441-4a39-9b65-67e3fe471220
Herou Alliance,43443da6-c552-4a82-af38-38016cbdc1f5
Herp-Ghana,15c317ef-d395-11ed-8014-0682e69bfbec
Hevea CR Desarrollos Agroforestales,15c1fb98-d395-11ed-8014-0682e69bfbec
Hi-Tech Farm Supplies,3acfbbc4-08ec-4a7a-b07a-1e5f61b05eee
Hito Foods,8296922b-22a5-404f-abcc-355da1e59500
Hoffman Childrens Foundation,9c03b6b8-8358-41f9-aeb6-15158b41265d
Hope for Rwanda (HFR),6c5d98e5-e82e-4d72-8612-f921a3f17d62
Hope in the Nature,ae2d0f05-6227-415b-84da-8542497449a4
Hope of Youth,6b51d8f8-a4ee-432b-82c1-cf46f717d810
Hope Tariro Trust,be087787-261b-428a-8b11-d5e3721eb002
Horticulture Production & Marketing Consortium (HOPMAC),8ed6abf4-11fe-4130-9b31-89a88c7e5297
Hummingbird Plant Nurseries,a1bb8ab8-b4e1-442d-b9ea-f6815ab42e2e
Hunu Farms,fc7c31d6-1c38-4fe8-a83e-715ea8e34408
Ikosafi Africa Investments,a7f194e5-3f8d-48ce-b51f-04d54afae185
ILBA Products,3be52614-c9b2-4294-8c3a-47d304d0de85
Ilmamusi Mukogodo Forest Association (ILMAMUSI CFA),61dd1cf8-c0fa-4356-95f4-7c64134a4607
IMBARAGA Farmers Organization,ab5603f8-60a5-45f0-8724-a72d76063daa
IMBARAGA Farmers Organization,6baf5b1a-3617-4994-8f56-86adb3eb4efc
Imbo-Mirwa Fruits Company (IMFC),cf79eb59-4646-4040-8c8a-679edff3d9ff
Imfuyo,31b122a9-832e-4d85-a328-9b1678ac6fa6
Impact Adventures,15c2519d-d395-11ed-8014-0682e69bfbec
Impact-Life Institute,45fab81d-d791-429b-9fc7-eae7bc1cdf9a
Imperial Hills,63172035-0326-49e5-b3eb-f85d0a852377
Imuhira Ecotourism Rwanda,a0c3b36b-77dd-4c17-ab24-9accd2d3ef9b
Indigenous Livelihoods Enhancement Partners (ILEPA),e4fffadd-2dfd-40e8-805d-2d44cba10df0
Indigenous Maasai Climate Adaptation Alliance (IMCAA),5462c6d2-6d81-4350-b86e-a453f4577a9e
Indigenous Movement for Peace Advancement and Conflict Transformation (IMPACT),02af5249-4b08-4af7-8360-2e6e5391e967
Indigenous Movement for Peace Advancement and Conflict Transformation (IMPACT),e209ba8b-cb24-487e-bdec-c137cd457174
Indigenous Women and Girls Initiative,38439027-91be-41b0-a1f0-58840776e52a
Ineza Sustainable Agriculture (ISA),3c9b2268-3288-456d-87f0-f3ef6ef02d50
Ingénierie du Développement Durable (I2D),8750b00f-e3c0-49fe-8306-3fa14c64e8f6
"Initatives pour le Changement, Paix et Développement (ICPD)",50ab6fb9-e167-446f-be4c-5cf2909e84e6
Initiative Congolaise pour la Protection de l'Environnement et les Droits Humains (ICPEDH),fe65493e-9f73-434c-aaaa-128a781bf212
Initiative de Promotion de l'Education des Batwa pour le Développement Durable (IPREBAD),23e22c00-81d5-478f-917a-df78d5019364
Initiative des Jacobins Eleveurs pour le Développement (IJED),68cdfa7a-6d84-4834-bf0c-114f2298f430
Initiative des Jacobins Eleveurs pour le Développement (IJED),83540cd8-2f2f-45e1-872d-57a3b1f0c0e6
Initiative for Rural Health Promotion and Integrated Development (IPSDI-Burundi),0fbff98c-2766-4593-af0a-9db9f36d2175
Initiative for Sustainable Development (ISD-K),e1b17e4f-b1e6-427d-a528-556739c30d1b
Initiative pour la Paix et la Gouvernance Locale (IPGL),4bc40f9b-5e41-4233-b3bc-33f71fedf613
Initiative pour la Promotion de la Famille et du Genre (IPFG),a4b275c1-779b-4a18-98bf-6d8d886bf88a
Initiatives et Actions pour le Développement Local (IADL),9089ba45-f15c-4fca-a862-7966480a99ea
Initiatives Humanitaires pour les Démunis (IHD),b3a9f028-dd99-4060-bb6f-aae2538a6ccc
Initiatives pour le Progrès (IPP),71684089-43f6-44d7-9d97-81cdfd5a1148
Innovation et Formation pour le Développement et la Paix (IFDP),3bf6a66f-a153-4c98-99ff-50329be674ba
Innovation pour le Développement et la Protection de l'Environnement (IDPE),14612c3e-0932-4ed1-9750-33655915a6f5
Innovation Solution of Success,54dbbbb0-f73f-40ce-92b5-db533f332b9a
Innovative Agronomists for Development Organization (INADEO),f63d9fd1-37fb-4888-b54b-8b043860948c
Innovative Agronomists for Development Organization (INADEO),aa40e0cb-f491-4992-944e-c5ee571b725c
Institut d'Enseignement Superieur de Ruhengeri (INES-RUHENGERI),f646c8fa-4162-4579-9798-f9e69d16006f
"Institut Facultaire des Sciences Agronomiques de Yangambi, Laboratoire d'Agroécologie et Ingénierie de l'Environnement (LAECOLIE)",feb5f08f-e2a2-4c30-8c05-f4917c0ff9c3
Institut pour la Gouvernance et Education Électorale (IGE),6aad8a6d-d648-4d89-9552-8bda4af880fa
Institute for Law and Environmental Governance (ILEG),15c304c7-d395-11ed-8014-0682e69bfbec
Institute of Cultural Affairs in Kenya,7f946470-63f5-4b7f-b320-8a028bbfa475
Institute of Environmental Assessment (IoEA),4c2120f8-cc39-4fcd-8fb2-59e693df9034
Institute of Green Growth Solutions (IGGS),15c30f3c-d395-11ed-8014-0682e69bfbec
Institute of Nature and Environmental Conservation (INEC-Ghana),15c30039-d395-11ed-8014-0682e69bfbec
Instituto Socioambiental,15c2c889-d395-11ed-8014-0682e69bfbec
Integrated Development for Marginalized Community (IDMC),15c269a6-d395-11ed-8014-0682e69bfbec
Integrated Forestry Consultancy and Management Services (IFCMS),7a73f3d7-5e95-499b-9dc2-85718a3f2b04
International Centre for Research in Agroforestry (ICRAF),15c18c33-d395-11ed-8014-0682e69bfbec
International Forestry Group (IFG),50784266-3f3f-41fa-ad04-1beb56077c53
International Institute of Tropical Agriculture (IITA),15c31fc8-d395-11ed-8014-0682e69bfbec
International Land Coalition Africa (ILC-Africa),3b4cf8cf-0cc8-43c2-a1e1-d47424295edf
International Society of Tropical Foresters-Ghana Chapter (ISTF-Ghana),7e299a4f-1acb-44d6-8547-3b9f7ec6df92
International Tree Foundation (ITF),15c18e4c-d395-11ed-8014-0682e69bfbec
Inua Développement,b074fc6e-46ce-45f6-95fc-9c480906b0d4
Inua Jamii Farmers,b3e33ea6-b9d6-44f2-a3db-12e8918f3588
Inua Self-Help Group,a7595d6d-92f1-445d-a095-94c9b7485f41
INUKA,0b5628c7-3ccb-403c-8976-3d8c26083bf8
Irri-Hub Ke,34c087ae-8af3-4e29-beea-f1429aa51377
Irrifarm Technologies,55843ba1-0ea1-4ea0-97c7-02b63fdd808c
ISARO Econext,0b5c0b78-1074-48a7-b42d-40a78ac63344
ISHAKA 2250,a86d44cb-3cc7-47ca-a7d0-8a6be1cf5329
Istituto Oikos Onlus,15c2e8d0-d395-11ed-8014-0682e69bfbec
ITEME Business & Consulting BM,346a4641-0126-4da1-a2de-a60f4c27a10d
Iten Integrated Environmental Conservation (IEEC),ca499a19-6613-4bbe-ba79-4d7a6a90a5de
Itombwe Génération pour l'Humanité (IGH),a0f4c699-156c-4b1c-8bc6-d946a6e39fc8
Jacinta Agritech Solutions,8fb7a70f-6da9-4148-b628-73ebbd7a6a79
Jagweno Farm Solutions,4b2f3aab-e875-4140-bb05-9012ea36cecc
Jaja Farms,504b922f-1898-47ce-840f-40e0c00735cf
Jalo Investment Company,6f7fea62-c400-425e-abb5-a36914ad1dec
Jamii Asilia Centre (JAC),e71f8b00-d0d1-4a3c-9de5-bdeacaae5adf
Jani Mpya Solutions,f4e0c2d6-69ea-4a23-ae5b-a7a6bd7f2d54
Jasbena Enterprise,0fb9af20-4f7c-466c-a6e1-87b31d63a132
Jayashah General Supplies,55d0d623-2c6e-48a2-a39f-74b8a4c54209
Jenga Future Initiative (JFI),61fab680-8718-4bbd-b6c5-85b356619c36
Jesus Heals AgriBuz,e0865d73-9ead-4a78-8f13-9470bfe63da6
Jeunes Solutions (JS),28a00b31-f132-4855-b7fc-e51950e0d68d
Jeunesse pour la Promotion du Secteur Agricole Guinéen (JPSAG),76d14b73-2af4-4902-ba8d-f250b5a9ab57
JHZ Enterprises,fedfa4da-9150-47ac-9f6a-e3533bebf938
Jogas Merchants,7406d987-ce96-49fc-a48b-f04b164bf63c
Joint Actions for Sustainable Development (Jointasdev Cameroon),4f1a711c-93d9-463a-b540-ab9057fe397b
Jomoro Municipal Cooperative Cocoa Farming and Marketing Union,506858a0-a55f-40fe-a2df-dee81e207588
Jones Farms,503e0617-9e61-4a16-a7d8-3c2dc6e887e8
Joram Tree Nurseries and Ecosystem Master,97ebdde4-bb1f-493a-b5b6-ba2dcd9ffe26
Journalists Go Organic Initiative,a7c85068-3173-46d4-9533-9685ddad55d6
Jumuisha Initiative,635688a2-8d6c-41fb-9e8f-96ce92c294e5
Junior Farms,60fbf7fa-c2ee-4447-b67d-a81e775f258e
Justdiggit,15c0af17-d395-11ed-8014-0682e69bfbec
Kabeza Business Company (KABUS),f756bcdc-18c1-418b-9d2d-57b1de766db8
Kabidula Investment,3ba5ab3f-df2d-4b6a-9606-404d61777cdd
Kabuchai Youth Environment and Climate Change Warriors,da8ca121-7196-4e7e-bf3e-54ff8961513f
Kaiti Greening Champions (KGC),383c7f28-61f7-43c7-9689-3c04b2baaa98
Kakuma Bee Social Enterprise,40e6ce73-d8fa-4508-90db-56476bcdb888
Kakuma Bee Social Enterprise,b4082d5b-3a6c-465e-bc8e-21f8d50dfc10
Kalehe Arabica Coffee Cooperative (KACCO),3634be01-2ba6-4990-ac74-727e6275b4d3
Kamiti,fe2cf2ef-5474-4651-8e64-992e89e4dce7
Kapon Farm,6bcae196-5216-41f6-9d52-a4a03fab3ba2
Kasanka Trust (KTL),15c2777d-d395-11ed-8014-0682e69bfbec
Kaska Agro Enterprise,99860732-7605-43a2-8063-ceefe7bc5fcf
Kasore Nurseries,e170e3b3-d6cd-4d93-a662-e1e8ec3ef743
Kavalian,ee3e77a6-8053-4db1-b06d-ce9c9a87d05b
Kawandama Hills Plantation (KHP),15c0b6d6-d395-11ed-8014-0682e69bfbec
Kebu Farms,27d05609-545d-4f4b-a3de-ba2cba0a8d00
Kelbee Farms,f9cb2e89-95b1-4877-8e48-233a1bd6271d
Kentalai High Value Tree Nursery Group (Kentelai Agencies),d5adf8e7-917f-4fda-91d6-500570dbbed2
Kenya Forestry Research Institute (KEFRI),80874bfa-fa9e-4ef2-9951-c6b1b4b3fb02
Kenya National Farmers' Federation (KENAFF),b3f676d7-73ff-438b-9399-7491a4faaf4f
Kenya Network for the Dissemination of Agricultural Technologies (KENDAT),52390a16-4751-4a4f-bcda-6a0de32ba549
Kenya Organic Agriculture Network (KOAN),f5daa27a-c51e-4127-af1f-75dc53593271
Kenya Tree Farms,15c09f8e-d395-11ed-8014-0682e69bfbec
Kenzugi Group,a89235b3-a0af-463a-a8e2-3d1d0802097f
Keri Naturals SMC,22c006b8-6181-4c39-a3d9-26981c13aaf2
Kete-Krachi Farms,15c0dd62-d395-11ed-8014-0682e69bfbec
Khusel'indalo South Africa Trading as Conservation South Africa,15c31324-d395-11ed-8014-0682e69bfbec
Kiasili Agriculture,699e3554-c8f9-4db2-bb77-5f086815bbab
Kibira Restoration Cooperative,2b745e0b-d5a7-49cb-8dc2-358ca1cd71c6
Kibwezi Center for Sustainability (KCS),15c28e9c-d395-11ed-8014-0682e69bfbec
Kibwezi Center for Sustainability (KCS),8cc913c0-487c-4657-b05a-792135a85ca6
Kicher Farmers Cooperative Society (KFCS),ca3c3083-78de-4a34-bb2a-61d290449321
Kiel Bien-Être,1199766f-e691-438f-b659-9db5b46dfd12
Kiheo Creatives,4dda6862-9b5d-4963-b22c-3c0b1126fd89
Kijabe Environment Volunteers (KENVO),15c30d93-d395-11ed-8014-0682e69bfbec
Kijabe Forest Trust (KFT),15c0b26c-d395-11ed-8014-0682e69bfbec
Kijani Forestry,15c10423-d395-11ed-8014-0682e69bfbec
Kijani Pamoja (the Kilimanjaro Project),15c1568a-d395-11ed-8014-0682e69bfbec
Kikandwa Environmental Association (KEA),15c3117a-d395-11ed-8014-0682e69bfbec
Kimplanter Seedlings and Nurseries,85db4b6a-8450-4edf-9bb2-59b7c67082bd
Kituluku Tukilany'e Youth Group,76448aff-7cf4-43ab-a60d-419589f1be49
Kituways,9013f5cd-4bb1-4cfc-95ca-9464b056fc7b
Kiviwama Conservation and Environmental Projects,25174384-bc83-4220-85e0-a442825b3304
Kivu Agro Business,631e5280-fcb5-46b5-ac36-c4fba0d22e03
Kivu Miels,bec7255a-d017-452e-90a9-df487d8270fe
Kivu Paper Bag (KPB),96a9ff00-dea3-45a4-8ac2-5f18f39342ca
Kivwauni Self Help Group,9fe48813-1eaf-4349-aa09-f916441e4a36
Kiziba Fondation,585d4f1d-bf98-4d22-bc80-f9ba4ae52e2d
KNG Company,7a65c780-8f98-4ac1-a8b9-15c960caec7d
KOAIBIGM,1be1dc57-9bba-4c12-a9bf-57ad209ad360
Kofi Farms,59eb11f5-825d-4483-bd4c-1b9050118a78
Kofi Farms,6e9665aa-b1ed-45ac-9535-79e363199670
KOI-BEI-ASIS,ac229fbe-6cfa-463f-bd8e-92c8974afe16
Konza Tropicals,03a03ac6-840a-4e53-b6bc-326ce56864d6
Kopakaki Dutegure,b63e29d9-ee61-4bd7-a7e5-3b2890cb4770
Koperative Twongere Umusaruro Wa Kawa I Nyakabuye (KOTUKANYA),14635a06-bdab-4149-839f-bfaebc2a2147
Koperative Zamuka Muhinzi W'ibirayi W'i Rambura (KOZAMIR),6878abed-90df-4f28-83c5-a2b16538244b
KTDA Foundation,72475980-2d7c-4fce-a8db-b1ba097d20cd
Kuagbenu Farms,4f94e0bd-040a-4c23-995f-44e63b5afff2
Kuapa Kokoo Co-Operative Cocoa Farmers and Marketing Union (KKFU),6b4fb687-ee93-481a-b338-b103ee56b33f
Kujitegemea Actions RD Congo (KUA-RDC),1fbca158-a961-4a55-9324-1778ae872ba8
Kukuom Cooperative Cocoa Farmers and Marketing Union,59b16c9b-0211-43ce-8b84-aec0fd942941
Kula Project,0201e8fa-d024-4b5e-a826-9f9e0d20729e
Kulimas Dry Foods Point,abdf0702-b952-4658-8b5e-3e262df00018
Kumasi Institute of Tropical Agriculture (KITA),bab34a34-5278-43f6-89d8-d4b05546ad89
Kumasi Wood Cluster Association (KWC),17c1dc51-c450-463d-b15c-17007ec862ef
Kureswo Ecotourism,1cafbdd5-1126-4171-b2d9-b519be924a96
Kyau Men's Farmers Self Help Group,3e141941-fe8d-486c-be18-fffad29aae31
Kyomu Leslie Rossette Momo Services,0587ae23-521a-45b2-b0bd-f95e214c5ca1
La Foi Beni L,19cfb9dc-b53a-47df-a670-22cc21e96100
LA MAMA Market & Services,eee870bb-bc0d-445b-82b6-b91f9dfbbeba
"Laboratoire d'Hydrobiologie, d'Aquaculture et Gestion des Ressources Naturelles (LHAGREN-UOB)",6da19e76-e3a8-4c3c-9314-1f3e381184b6
LACAMO CIC,e48ed898-afa3-48ac-ad2f-374da75d4bbf
Laikipia Conservancies Association (LCA),58990b3f-c185-499c-8689-dd3ec97e22ec
Laikipia North Community Conservation Initiative,67b7c74b-b06c-40af-83c2-27678bc18c66
Laikipia Permaculture Centre Trust,6ddc4f7c-beb9-4a47-8154-8ec8dd2d72b0
Laikipia Wildlife Forum (LWF),d123e552-f90d-4ccf-8800-cd457a1a1d1c
Laissez la Veuve Vivre,bd02b47f-7c45-4606-9d83-be6ca7c3b4d1
Lake Naivasha Basin Umbrella Water Resources Users Association (LANABWRUA),05a7d00b-96f0-417e-8e93-cd800c3d4968
Lake Ol'bolossat Community Conservation Group (LOCCOG),5ef4a7c0-32c3-42c2-ac20-dda4930a6443
Land and Development Expertise Center (LADEC),74ee7317-2731-4c12-820d-ad67e0db158b
Lanemeduba Ecosystem Conservation,71ec46ae-e21b-4d5a-8518-a76be29f298b
Law's Farm,73a16c21-9e5b-41e8-9bfa-f6ac25286c5f
Lawya Cocoa Farms,3d0f3ee2-a4d3-4d53-a6ec-7e04e14fbf16
Le Groupe de Formation Consultation et Étude (G-FORCE),999611e6-16be-4fdf-aebd-a4706fd47279
"Leadership, Environment and Action for Development Foundation (LEAD)",15c2eb0d-d395-11ed-8014-0682e69bfbec
LeafyLife Tree Nursery,ed046e42-0b8a-4251-b22e-afae461031c9
Lembus Chemususu CFA,59d2c841-3d24-4ae5-866d-6070071e2543
Leona Foundation,d3a8953b-f14a-4953-b2e9-524fb923b530
Les Perma-Jardins du Togo (PERJAT),15c2f2fe-d395-11ed-8014-0682e69bfbec
Light for Nature (LINAT),fbec5179-37d7-4b63-83ef-b906b7acd055
Ligue des Jeunes Africains pour la Paix et le Développement (LIJAPD),2ec61584-547d-4c3b-9104-6abad2782ad1
Linda Farms,babc9c0b-fa33-4b04-846e-c12fef8640e9
Live Support Systems,c0f65a3a-077d-4a57-a8fb-8264fb5f62b6
Live to be Happy Group,c7a3bf94-9a0b-40a5-8eab-3019892c343a
Lokole International,e8a0c38d-5806-498a-84f3-7ba25384db94
Lordamn Farms,8bb2680a-46a0-47e9-bd1b-ae7f5f60aa6f
Lorogon Community Conservancy,1119e56a-9035-4c3c-9beb-6659bd50c0aa
Lowaki Eco-Solutions,19206017-1207-431a-9c90-e623a968b1c4
Luba Group,bc5bc58f-a50c-44dd-8204-954f9b3b26d2
Ludvys Green Forest Company,2f154a8d-0721-45e4-991f-0ae5aee87ca2
Lukenya University,eb6e1df7-1b44-4c68-9e95-d44029a05949
Lukf Staling Exo-Farm,7ce02ff1-a272-484b-99e0-a6bfba4cf776
Luwatizi Farm,851b4960-0919-4b73-a167-82026d03a7c5
M & M Sozo,1933b955-3640-41e7-b2dd-a8d7dd1a0f08
MAA Climate Alliance,64e753d6-9278-45d0-acf4-7bbd6fec6c85
Maasai Center for Regenerative Pastoralism,787eaba2-d2d1-4b97-8d89-67ec7f33dd4d
Maendeleo,af6979ce-56af-44fb-9a2f-acf5806230e5
Maendeleo,a6ac73ce-8a83-41f5-bbcc-0d9cd4672d61
Maendeleo Endelevu Action Program (MEAP),c835d36c-75c0-4380-b6f8-f7db740bd671
Magic Development,8df6ddad-f884-43bf-86dc-315f6854063a
Mahachi Mana Farms,15c28b83-d395-11ed-8014-0682e69bfbec
Maison du Fermier,10ae2109-0f82-4ce0-8b0e-01359516912c
Maison Panafricaine pour le Développement,ade0d43e-7962-4920-ac6b-c0d059410256
MaksFarm Enterprsises,d9af54b6-d070-4391-8d66-3f52ec7c29cb
Mali-Folkecenter Nyetaa (MFC),57e5028e-f679-475f-9155-d2ec55610fe2
Man Engineering Uganda,dd333bc0-0574-45e0-9741-ac48de50d3fd
Manadisaster Organization,c9d477dd-96bb-48c1-bc8b-c659f20dc580
Management of Arid Zones Initiatives and Development Options International (MAZIDO),150a726d-f478-420a-8870-34b851f7ecf5
Mandela Community Development Program (MCDP),b79d37a5-55ba-4dd0-bdd8-a804c9e32edc
Mangau Sciences,ada828b5-f353-4f79-b487-4a2e28521a9d
Mango for Future,e138f53d-f835-4ec5-8476-715146ee49d8
Manolo Honey,10f6f7f6-a407-4ced-959d-688e51af2f49
Map Afrique,6491273c-fd21-4746-9675-7554fecaa630
Mara Basin Conservation Forum (MBCF),7468ad19-7ac3-4d91-a7a7-ec537dd7ac3d
Marafiki United Green Youths Initiative,267ba82d-8229-42ef-99de-d66b2b25c690
Marafiki United Green Youths Initiative,e22d9469-7782-4d34-8f10-640f04f0ce10
Marakwet Highland Farmers Association (MHFA),82fb1d88-9f94-4487-8edb-7cf5bf46aea4
Marakwet Highland Gospel Singers,00f61b34-f8c4-4c0a-ac88-72c8a6d19b26
Marigat Chebororwa Self Help Group,8251bc86-ff6b-4539-8d5e-f480d56ff432
Maron Conservation Youth Group,504cc71d-06a6-4d30-bbf2-f81e3e141be7
